idx,explanation,model_predict
106,"طبق ماده 74 قانون آیین دادرسی کیفری، اگر گذشت شاکی در جرایم غیرقابل گذشت پس از صدور کیفرخواست و قبل از ارسال پرونده به دادگاه اعلام شود، دادستان می‌تواند با عدول از کیفرخواست، قرار تعلیق تعقیب متهم را صادر نماید (در صورت فراهم بودن شرایط قانونی تعلیق).",3
107,"طبق ماده 13 قانون آیین دادرسی کیفری، چنانچه رأی دادگاه کیفری قطعی و مؤثر در ماهیت امر حقوقی (مانند احراز وقوع جرم یا انتساب آن به متهم) باشد، دادگاه رسیدگی کننده به امور حقوقی ملزم به تبعیت از آن رأی است.",2
108,"طبق ماده 44 قانون آیین دادرسی کیفری، در جرایم مشهود، مداخله شهروندان برای جلوگیری از فرار متهم و حفظ صحنه جرم، در جرایمی که مجازات قانونی آن‌ها تعزیر درجه یک تا سه باشد، منوط به کسب اجازه از مقام قضایی است و مداخله مطلق امکان‌پذیر نیست.",3
109,"طبق ماده 38 قانون آیین دادرسی کیفری، قرارهای نهایی دادیار و قرارهای تأمین منتهی به بازداشت متهم باید در همان روز صدور به نظر دادستان برسد.",3
110,"اختیار ضبط اموال یا اشیا در جریان تحقیقات کیفری متعلق به بازپرس (یا دادستان در صورت عدم وجود بازپرس) و در مرحله دادرسی متعلق به دادگاه است. بنابراین، حسب مورد بازپرس یا دادستان یا دادگاه اختیار صدور این دستور را دارند.",2
111,"طبق ماده 290 قانون آیین دادرسی کیفری، اگر جرم ارتکابی توسط نوجوان در صلاحیت ذاتی دادگاه انقلاب باشد، رسیدگی به آن در صلاحیت دادگاه کیفری یک ویژه رسیدگی به جرایم نوجوانان خواهد بود.",2
112,"طبق ماده 30 قانون آیین دادرسی کیفری، قرارهای عدم صلاحیت صادره از دادگاه کیفری یک، از سوی دادستان و شاکی یا مدعی خصوصی قابل تجدیدنظر است.",2
113,"طبق ماده 504 قانون مجازات اسلامی، در صورت ابتلای محکوم علیه به جنون پس از صدور حکم قطعی در جرایم تعزیری، اجرای حکم موقوف می‌شود و اگر افاقه حاصل نشود، قاضی صادرکننده حکم، قرار موقوفی تعقیب صادر می‌کند.",4
114,"تعیین وکیل تسخیری برای نوجوانان در جرایم تعزیری درجه 7 و 8، تنها در صورتی الزامی است که جرم مستوجب پرداخت دیه یا ارش به میزان نصف دیه کامل یا بیشتر باشد. اگر میزان دیه یا ارش کمتر از این مقدار باشد (مانند یک پنجم دیه کامل)، الزامی بودن برقرار نیست.",3
115,"طبق ماده 177 قانون آیین دادرسی کیفری، در جرایم غیرعمدی، در صورتی که به تشخیص مقام قضایی تضمین حقوق بزه دیده به طریق دیگر امکان‌پذیر باشد، صدور قرار کفالت و وثیقه جایز نیست.",2
116,"طبق ماده 245 قانون آیین دادرسی کیفری، در جرایم تعزیری درجه چهار تا هشت، در صورت ارائه تضمین لازم برای جبران خسارات وارده، مقام قضایی می‌تواند فقط به صدور قرار نظارت قضایی اکتفا کند. بنابراین، جرایم درجه 6، 7 و 8 مشمول این حکم هستند.",1
117,"تقاضای سوگند از طرف مقابل دعوا، معمولاً جزو اختیارات کلی وکیل در طرح دعوا محسوب می‌شود و نیاز به تصریح خاص در وکالت‌نامه ندارد. بنابراین، این گزاره که صرفاً در صورت تصریح در وکالت‌نامه امکان‌پذیر است، نادرست می‌باشد.",2
118,"اگر شعبه دیوان عالی کشور به یکی از جهات قانونی متهم را قابل تعقیب نداند، رأی صادره را نقض و خود رأی نهایی (برائت یا موقوفی تعقیب) را صادر می‌نماید که به آن «نقض بلا ارجاع» گفته می‌شود.",2
119,"طبق ماده 477 قانون آیین دادرسی کیفری، دادستان کل کشور مراتب را جهت اعمال این ماده به رئیس قوه قضائیه اعلام می‌کند، صرفاً در صورتی که رأی مذکور را خلاف شرع بین تشخیص دهد.",1
120,"در جرایم قابل گذشت، گذشت شاکی موجب موقوفی تعقیب است. اگر شاکی گذشت قطعی خود را اعلام کند، تعقیب متوقف می‌شود و حق تجدیدنظرخواهی دادستان نسبت به حکم برائت (که مبتنی بر جنبه عمومی است) نیز از بین می‌رود. بنابراین، گزاره مبنی بر باقی ماندن حق تجدیدنظرخواهی دادستان نادرست است.",2
121,"طبق اصل پنجاه و دوم قانون اساسی، بودجه کل کشور به وسیله دولت تهیه و به مجلس شورای اسلامی تقدیم می‌شود.",2
122,"اصل چهل و پنجم قانون اساسی انفال و ثروت‌های عمومی را تعریف می‌کند و صراحتاً شامل مراتع، معابر عمومی، جنگل‌ها و نیزارها می‌باشد. معابر عمومی یکی از مصادیق ذکر شده در این اصل است.",3
123,"طبق اصل یکصد و پنجاه و هشتم قانون اساسی، رئیس قوه قضائیه باید با مشورت شورای عالی قضایی، تشکیلات لازم در دادگستری را ایجاد نماید.",4
124,"دعاوی مربوط به جرایم موضوع اصل 49 قانون اساسی (ثروت‌های نامشروع) به دلیل اهمیت حفظ اموال عمومی و مبارزه با فساد، باید خارج از نوبت رسیدگی شوند.",2
125,"اصل یکصد و شصت و ششم قانون اساسی مقرر می‌دارد که احکام دادگاه‌ها باید مستند به مواد قانون و اصول شرعی باشد و محاکمات باید علنی باشد، مگر در مواردی که مصلحت بدانند.",1
126,اصل «منع تبذیر» (اسراف و هدر دادن منابع) یکی از ضوابط اساسی حاکم بر نظام اقتصادی جمهوری اسلامی ایران است که در فصل چهارم قانون اساسی (اصول مربوط به اقتصاد) مورد اشاره قرار گرفته است.,2
127,"طبق بند سوم اصل هشتاد و پنجم قانون اساسی، تشخیص عدم مغایرت اساسنامه‌های مصوب دولت با قوانین، به عهده رئیس مجلس شورای اسلامی است.",3
128,"طبق اصل بیست و چهارم قانون اساسی، آزادی بیان مشروط به این است که موجب ضرر به منافع عمومی یا خصوصی نگردد. اضرار به منافع خصوصی مستقیماً به معنای نقض حقوق دیگران است.",3
129,"طبق اصل یکصد و سی و هشتم قانون اساسی، تصویب‌نامه‌ها و آیین‌نامه‌های هیئت وزیران (دولت) نباید با متن و روح قوانین مخالف باشد.",4
130,"اصل نوزدهم قانون اساسی برابری همه مردم را بدون در نظر گرفتن نژاد، قبیله، زبان یا رنگ مبدأ تضمین می‌کند. این اصل کلی بر تمام حقوق، از جمله برخورداری از آموزش و بهداشت عمومی (که در اصل 43 ذکر شده)، حاکم است و تبعیض در این زمینه‌ها ممنوع است.",3
131,"حق داشتن وکیل (حق دفاع) یک حق شخصی و دادرسی است که فرد می‌تواند در صورت آگاهی کامل، با درخواست خود از آن صرف نظر نماید (اسقاط حق).",2
132,حق دادخواهی مستلزم دسترسی به مراجع قضایی صالح و عدم ممانعت از مراجعه است. دو درجه‌ای بودن رسیدگی یک تضمین شکلی است که در قوانین عادی (آیین دادرسی) پیش‌بینی شده و صراحتاً به عنوان یکی از ابعاد حق دادخواهی در قانون اساسی ذکر نشده است.,3
133,"در صورتی که شکایت از مصوبه دولت همزمان در کمیسیون اصل 90 و دیوان عدالت اداری مطرح شود، طبق قانون دیوان عدالت اداری، مرجع صلاحیت‌دار از سوی رئیس مجلس شورای اسلامی تعیین می‌شود.",1
134,"طبق اصل پنجاه و نهم قانون اساسی، در مسائل بسیار مهم سیاسی، اقتصادی و فرهنگی، اعمال قوه مقننه از راه همه‌پرسی نیز ممکن است و این امر منحصر به مجلس شورای اسلامی نیست.",4
135,"طبق اصل یکصد و بیست و پنجم قانون اساسی، صلح دعاوی راجع به اموال دولتی با اذن عمومی مجلس صورت می‌گیرد، «جز در مواردی که دولت محق باشد». این استثناء نشان می‌دهد که در این حالت خاص، تصویب مجلس ضرورتاً لازم نیست.",1
136,"کارمندان شرکت‌های دولتی تابع مقررات استخدامی خاص خود هستند و ممنوعیت جمع مشاغل دولتی با مشاغل خصوصی (به ویژه در سمت‌های مدیریتی) حتی در دوره مرخصی بدون حقوق نیز پابرجاست، زیرا رابطه استخدامی قطع نشده است.",3
137,این اقدام مغایر با اصل چهل قانون اساسی است که مقرر می‌دارد: «هیچ‌کس نمی‌تواند اعمال حق خویش را وسیله اضرار به غیر یا تجاوز به منافع عمومی قرار دهد.»,1
138,"تفویض اختیار تعیین تکلیف استخدام کارشناسان خارجی برای کل طول برنامه پنج ساله به هیئت وزیران، به دلیل اطلاق و گستردگی آن در یک حوزه مهم، مغایر با قانون اساسی است، زیرا این امر نیازمند قانون‌گذاری مستقیم مجلس است و از حدود تفویض مجاز در اصل 85 خارج است.",4
139,"وظیفه فرماندار در قبال مصوبات شوراها، نظارت بر انطباق آن‌ها با قوانین است. اگر مصوبه شورا خارج از حدود اختیارات قانونی آن باشد، فرماندار موظف است مغایرت آن را به هیئت تطبیق مصوبات شهر و شهرستان اعلام نماید.",1
140,"اصل یکصد و شصت و هشتم قانون اساسی تصریح می‌کند که قانون باید شرایط، نحوه انتخاب و اختیارات هیئت منصفه را تعیین کند. تعیین نحوه نظارت بر هیئت منصفه به طور مجزا در این اصل ذکر نشده است.",4
