idx,explanation,model_predict
102,"براساس ماده 427 قانون آیین دادرسی کیفری، آرای صادره در خصوص جرایم غیرعمدی ناشی از کار، اگر مجازات قانونی آن‌ها تعزیر درجه 8 باشد، قطعی هستند. اگر مجازات قانونی آن‌ها تعزیر درجه 7 یا بیشتر باشد، قابل تجدیدنظر هستند.",2
103,"براساس ماده 180 قانون آیین دادرسی کیفری، جلب متهم بدون احضاریه فقط در جرایم مستوجب سلب حیات، حبس ابد، قطع عضو و تعزیر درجه 4 و بالاتر مجاز است. بنابراین، در جرایم مستوجب تعزیر درجه 2 و 3، جلب بدون احضاریه مجاز است.",4
104,"براساس ماده 28 قانون آیین دادرسی مدنی، حل اختلاف در صلاحیت بین دادگاه‌های عمومی (کیفری دو و حقوقی) واقع در حوزه قضایی یک استان، توسط دادگاه تجدیدنظر همان استان حل می‌شود.",1
105,"براساس اصل 172 قانون اساسی و ماده 5 قانون دادرسی نیروهای مسلح، رسیدگی به جرایم ضابطان دادگستری در حین انجام وظیفه یا به سبب آن، در صلاحیت دادگاه‌های نظامی است. جرایم ضابطان در حین انجام وظیفه در صلاحیت دادگاه نظامی دو است.",4
106,"در جرایم غیرقابل گذشت، گذشت شاکی تأثیری در تعقیب ندارد. اما دادستان می‌تواند در صورت فراهم بودن شرایط قانونی (مانند جرایم تعزیری درجه 6 و 7)، از کیفرخواست عدول کرده و قرار تعلیق تعقیب صادر کند (ماده 80 قانون آیین دادرسی کیفری).",3
107,"براساس ماده 18 قانون آیین دادرسی مدنی، رأی دادگاه کیفری در امور حقوقی لازم‌الاتباع است، مشروط بر اینکه رأی قطعی باشد و در ماهیت امر حقوقی مؤثر باشد.",2
108,"براساس ماده 45 قانون آیین دادرسی کیفری، شهروندان می‌توانند در جرایم مشهود، اقدامات لازم را برای جلوگیری از فرار متهم و حفظ صحنه جرم انجام دهند، مگر در جرایم منافی عفت، سیاسی و مطبوعاتی.",4
109,"براساس ماده 217 قانون آیین دادرسی کیفری، قرارهای نهایی دادیار (منع تعقیب، موقوفی تعقیب) و همچنین قرار تأمین منتهی به بازداشت متهم (کفالت یا وثیقه که منجر به بازداشت شود) باید در همان روز صدور به نظر دادستان برسد.",3
110,"براساس ماده 215 قانون آیین دادرسی کیفری، ضبط اموال و اشیایی که دلیل جرم هستند یا از جرم حاصل شده‌اند، در مرحله تحقیقات مقدماتی در صلاحیت بازپرس یا دادستان است و در مرحله رسیدگی در صلاحیت دادگاه است.",2
111,"براساس ماده 304 قانون آیین دادرسی کیفری، رسیدگی به جرایم اطفال و نوجوانان (زیر 18 سال) مطلقاً در صلاحیت دادگاه اطفال و نوجوانان است، حتی اگر جرم در صلاحیت ذاتی دادگاه انقلاب باشد.",1
112,"براساس ماده 270 قانون آیین دادرسی کیفری، قرارهای عدم صلاحیت صادره از دادگاه کیفری یک، قطعی و غیرقابل تجدیدنظر هستند.",3
113,"براساس ماده 503 قانون آیین دادرسی کیفری، اگر محکوم‌علیه در جرایم تعزیری پس از صدور حکم قطعی مجنون شود، اجرای حکم تا زمان افاقه به تعویق می‌افتد.",1
114,"براساس ماده 415 قانون آیین دادرسی کیفری، تعیین وکیل تسخیری برای اطفال و نوجوانان در تمام جرایم الزامی است، مگر در جرایم تعزیری درجه 7 و 8 و جرایم مستلزم پرداخت دیه یا ارش به میزان خمس دیه کامل یا کمتر از آن.",3
115,"براساس تبصره 1 ماده 217 قانون آیین دادرسی کیفری، در جرایم غیرعمدی، اگر به تشخیص مقام قضایی تضمین حقوق بزه دیده به طریق دیگر امکان‌پذیر باشد، صدور قرار کفالت و وثیقه جایز نیست.",2
116,"براساس تبصره 1 ماده 247 قانون آیین دادرسی کیفری، در جرایم تعزیری درجه 7 و 8، مقام قضایی می‌تواند در صورت ارائه تضمین لازم برای جبران خسارات وارده، فقط به صدور قرار نظارت قضایی اکتفا کند.",4
117,"براساس ماده 208 قانون آیین دادرسی کیفری، تقاضای سوگند قابل توکیل است، اما سوگند یاد کردن قابل توکیل نیست.",3
118,"براساس بند ب ماده 469 قانون آیین دادرسی کیفری، اگر دیوان عالی کشور متهم را به جهتی از جهات قانونی قابل تعقیب نداند (مانند شمول مرور زمان یا موقوفی تعقیب)، رأی را نقض کرده و حکم برائت متهم را صادر می‌کند (نقض بلاارجاع).",3
119,"براساس تبصره 3 ماده 477 قانون آیین دادرسی کیفری، دادستان کل کشور در مورد احکام قطعی راجع به حقوق عامه و دعاوی مربوط به دولت، امور خیریه و اوقاف عامه و امور محجورین و غایب مفقودالاثر بی‌سرپرست، صرفاً در صورتی که حکم مذکور را خلاف شرع بین تشخیص دهد، مراتب را جهت اعمال ماده 477 به رئیس قوه قضائیه اعلام می‌کند.",1
120,"براساس ماده 427 قانون آیین دادرسی کیفری، در جرایم قابل گذشت، با گذشت شاکی، تعقیب موقوف می‌شود و دادستان حق تجدیدنظرخواهی نسبت به حکم برائت را از دست می‌دهد. بنابراین، این ادعا که حق تجدیدنظرخواهی دادستان باقی است، با مقررات قانونی مطابقت ندارد.",2
121,"براساس اصل 52 قانون اساسی، بودجه سالانه کل کشور توسط دولت تهیه و برای رسیدگی و تصویب به مجلس شورای اسلامی تسلیم می‌شود. بنابراین، ابتکار بودجه با دولت است.",2
122,"براساس اصل 45 قانون اساسی، انفال و ثروت‌های عمومی شامل زمین‌های موات، معادن، دریاها، دریاچه‌ها، نیزارها و بیشه‌های طبیعی، ارث بدون وارث و اموال مجهول‌المالک است.",4
123,"براساس اصل 160 قانون اساسی، رئیس قوه قضائیه می‌تواند اختیارات تام مالی و اداری و نیز اختیارات استخدامی غیر قضات را با مشورت رئیس دیوان عالی کشور و دادستان کل کشور به وزیر دادگستری تفویض کند.",1
124,"براساس اصل 49 قانون اساسی، رسیدگی به دعاوی مربوط به ثروت‌های ناشی از ربا، غصب، رشوه، اختلاس، سرقت، قمار و سوء استفاده از موقوفات و مقاطعه‌کاری‌ها و... باید به صورت خارج از نوبت انجام گیرد.",2
125,"براساس اصل 165 قانون اساسی، محاکمات علنی انجام می‌شود، مگر آنکه به تشخیص دادگاه، علنی بودن آن منافی عفت عمومی یا نظم عمومی باشد.",1
126,"براساس اصل 43 قانون اساسی، در تبیین ضوابط حاکم بر اقتصاد جمهوری اسلامی، بر ممنوعیت تبذیر و اسراف تأکید شده است.",2
127,"براساس اصل 138 قانون اساسی، مصوبات و آیین‌نامه‌های دولت نباید با قوانین مغایرت داشته باشد. تشخیص عدم مغایرت مصوبات دولت با قوانین، با رئیس مجلس شورای اسلامی است.",3
128,"براساس اصل 24 قانون اساسی، نشریات و مطبوعات در بیان مطالب آزادند، مگر آنکه مخل به مبانی اسلام یا حقوق عمومی باشند. این اصل به آزادی بیان اشاره دارد که مشروط به رعایت حقوق دیگران است.",3
129,"براساس اصل 138 قانون اساسی، مصوبات و آیین‌نامه‌های هیئت وزیران نباید با متن و روح قوانین مغایرت داشته باشد.",4
130,"براساس اصل 29 قانون اساسی، برخورداری از آموزش و بهداشت عمومی و خدمات رفاهی باید به صورت همگانی و بدون تبعیض باشد.",3
131,"براساس اصل 41 قانون اساسی، تابعیت کشور ایران حق مسلم هر فرد ایرانی است و دولت نمی‌تواند تابعیت هیچ ایرانی را سلب کند، مگر به درخواست خود او یا در صورتی که به تابعیت کشور دیگری درآید.",1
132,"اصل 34 قانون اساسی حق دادخواهی را شامل حق رجوع به دادگاه‌های صالح، در دسترس بودن دادگاه و ممنوعیت اجبار افراد به عدم مراجعه به دادگاه می‌داند. دو درجه‌ای بودن رسیدگی، یک اصل دادرسی است اما به عنوان بعد حق دادخواهی در اصل 34 تصریح نشده است.",3
133,"براساس قانون، اگر موضوع شکایت در دیوان عدالت اداری مطرح باشد، کمیسیون اصل 90 باید رسیدگی را متوقف کند تا رأی دیوان صادر شود. این توقف با موافقت رئیس مجلس شورای اسلامی انجام می‌شود.",3
134,"براساس اصل 58 قانون اساسی، اعمال قوه مقننه از طریق مجلس شورای اسلامی است. اما طبق اصل 59، در مسائل بسیار مهم سیاسی، اقتصادی و فرهنگی، اعمال قوه مقننه از راه همه‌پرسی نیز ممکن است.",4
135,"براساس اصل 77 قانون اساسی، عهدنامه‌ها، مقاوله‌نامه‌ها، قراردادها و موافقت‌نامه‌های بین‌المللی باید به تصویب مجلس برسد. همچنین صلح دعاوی مربوط به اموال دولتی (اصل 77)، دادن وام و کمک‌های بدون عوض خارجی (اصل 80) و هرگونه تغییر در خطوط مرزی (اصل 78) نیاز به تصویب مجلس دارند. با این حال، در مورد صلح دعاوی مربوط به اموال دولتی، قانون عادی می‌تواند استثنائاتی را برای مبالغ کم قائل شود.",1
136,"براساس اصل 141 قانون اساسی، کارمندان دولت (شامل کارمندان شرکت‌های دولتی) نمی‌توانند هیچ شغل دیگری در مؤسسات خصوصی داشته باشند. مرخصی بدون حقوق، وضعیت استخدامی را زائل نمی‌کند و ممنوعیت همچنان پابرجاست.",3
137,"اصل 40 قانون اساسی بیان می‌دارد که هیچ کس نمی‌تواند اعمال حق خویش را وسیله اضرار به غیر یا تجاوز به منافع عمومی قرار دهد. اختراع و فروش دستگاه، اعمال حق مالکیت فکری و کسب و کار است و چون هدف اصلی اضرار نبوده و در راستای پیشرفت اقتصادی است، مغایر اصل 40 نیست.",2
138,"براساس اصل 82 قانون اساسی، استخدام کارشناسان خارجی توسط دولت باید با تصویب مجلس شورای اسلامی باشد. تفویض این اختیار به هیئت وزیران، مغایر اصل 82 قانون اساسی است.",3
139,"براساس اصل 105 قانون اساسی، مصوبات شوراها نباید مغایر با موازین اسلام و قوانین کشور باشد. فرماندار موظف است مصوبات مغایر با قوانین را به هیئت تطبیق مصوبات شوراها اعلام کند.",1
140,"براساس اصل 168 قانون اساسی، نحوه انتخاب، شرایط و اختیارات هیئت منصفه را قانون بر اساس موازین اسلامی معین می‌کند. اما نحوه نظارت بر هیئت منصفه در این اصل تصریح نشده است.",4
