law_code	law_name	book	section	chapter	article_number	text
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش سوم- جرایم	فصل ششم- تکرار جرم	136	ماده 136- هرگاه کسی سه بار مرتکب یک نوع جرم موجب حد شود و هر بار حد آن جرم بر او جاری گردد، حد وی در مرتبه چهارم اعدام است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش سوم- جرایم	فصل ششم- تکرار جرم	137	ماده 137- هر کس به علت ارتکاب جرم عمدی به موجب حکم قطعی به یکی از مجازات‌های تعزیری از درجه یک تا درجه پنج محکوم شود و از تاریخ قطعیت حکم تا حصول اعاده حیثیت یا شمول مرور زمان اجرای مجازات، مرتکب جرم عمدی تعزیری درجه یک تا شش گردد، حداقل مجازات جرم ارتکابی میانگین بین حداقل و حداکثر مجازات قانونی آن جرم است و دادگاه می‌تواند وی را به بیش از حداکثر مجازات تا یک چهارم آن محکوم کند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش سوم- جرایم	فصل ششم- تکرار جرم	138	ماده 138- مقررات مربوط به تکرار جرم در جرایم سیاسی و مطبوعاتی و جرایم اطفال اعمال نمی‌‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش سوم- جرایم	فصل ششم- تکرار جرم	139	ماده 139- در تکرار جرائم تعزیری، در صورت وجود جهات تخفیف مطابق مواد (37) و (38) این قانون اقدام می‌شود. تبصره- چنانچه مرتکب دارای سه فقره محکومیت قطعی مشمول مقررات تکرار جرم یا بیشتر از آن باشد، مقررات تخفیف اعمال نمی‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل اول- شرایط مسؤولیت کیفری	140	ماده 140- مسؤولیت کیفری در حدود، قصاص و تعزیرات تنها زمانی محقق است که فرد حین ارتکاب جرم، عاقل، بالغ و مختار باشد به جز در مورد اکراه بر قتل که حکم آن در کتاب سوم «قصاص» آمده است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل اول- شرایط مسؤولیت کیفری	141	ماده 141- مسؤولیت کیفری، شخصی است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل اول- شرایط مسؤولیت کیفری	142	ماده 142- مسؤولیت کیفری به علت رفتار دیگری تنها در صورتی ثابت است که شخص به طور قانونی مسؤول اعمال دیگری باشد یا در رابطه با نتیجه رفتار ارتکابی دیگری، مرتکب تقصیر شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل اول- شرایط مسؤولیت کیفری	143	ماده 143- در مسؤولیت کیفری اصل بر مسؤولیت شخص حقیقی است و شخص حقوقی در صورتی دارای مسؤولیت کیفری است که نماینده قانونی شخص حقوقی به نام یا در راستای منافع آن مرتکب جرمی شود. مسؤولیت کیفری اشخاص حقوقی مانع مسؤولیت اشخاص حقیقی مرتکب جرم نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل اول- شرایط مسؤولیت کیفری	144	ماده 144- در تحقق جرایم عمدی علاوه بر علم مرتکب به موضوع جرم، باید قصد او در ارتکاب رفتار مجرمانه احراز گردد. در جرایمی که وقوع آنها براساس قانون منوط به تحقق نتیجه است، قصد نتیجه یا علم به وقوع آن نیز باید محرز شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل اول- شرایط مسؤولیت کیفری	145	ماده 145- تحقق جرایم غیرعمدی، منوط به احراز تقصیر مرتکب است. در جنایات غیرعمدی اعم از شبه‌عمدی و خطای محض مقررات کتاب قصاص و دیات اعمال می‌شود. تبصره- تقصیر اعم از بی احتیاطی و بی مبالاتی است. مسامحه، غفلت، عدم مهارت و عدم رعایت نظامات دولتی و مانند آنها، حسب مورد، از مصادیق بی احتیاطی یا بی مبالاتی محسوب می‌‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	146	ماده 146- افراد نابالغ مسؤولیت کیفری ندارند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	147	ماده 147- سن بلوغ، در دختران و پسران، به ترتیب نه و پانزده سال تمام قمری است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	148	ماده 148- در مورد افراد نابالغ، براساس مقررات این قانون، اقدامات تأمینی و تربیتی اعمال می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	149	ماده 149- هرگاه مرتکب در زمان ارتکاب جرم دچار اختلال روانی بوده به نحوی که فاقد اراده یا قوه تمییز باشد مجنون محسوب می‌‌شود و مسؤولیت کیفری ندارد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	150	ماده 150- هرگاه مرتکب جرم در حین ارتکاب، مجنون باشد یا در جرایم موجب تعزیر پس از وقوع جرم مبتلا به جنون شود چنانچه جنون و حالت خطرناک مجنون با جلب نظر متخصص، ثابت و آزاد بودن وی مخل نظم و امنیت عمومی باشد به دستور دادستان تا رفع حالت خطرناک در محل مناسب نگهداری می‌شود. شخص نگهداری شده یا خویشاوندان او می‌‌توانند در دادگاه به این دستور اعتراض کنند که در این صورت، دادگاه با حضور معترض، موضوع را با جلب نظر کارشناس در جلسه اداری رسیدگی می‌‌کند و با تشخیص رفع حالت خطرناک در مورد خاتمه اقدام تأمینی و درغیراین صورت در تأیید دستور دادستان، حکم صادر می‌‌کند. این حکم قطعی است ولی شخص نگهداری شده یا خویشاوندان وی، هرگاه علائم بهبود را مشاهده کردند حق اعتراض به این حکم را دارند. این امر مانع از آن نیست که هرگاه بنا به تشخیص متخصص بیماری‌های روانی، مرتکب، درمان شده باشد برحسب پیشنهاد مدیر محل نگهداری او دادستان دستور خاتمه اقدام تأمینی را صادر کند. تبصره 1- هرگاه مرتکب یکی از جرایم موجب حد پس از صدور حکم قطعی دچار جنون شود حد ساقط نمی‌شود. درصورت عارض شدن جنون قبل از صدور حکم قطعی در حدودی که جنبه حق اللهی دارد تعقیب و محاکمه تا زمان افاقه به تأخیر می‌‌افتد. نسبت به مجازات هایی که جنبه حق الناسی دارد مانند قصاص و دیه و همچنین ضرر و زیان ناشی از جرم، جنون مانع از تعقیب و رسیدگی نیست. تبصره 2- قوه قضاییه موظف است مراکز اقدام تأمینی را در هر حوزه قضایی برای نگهداری افراد موضوع این ماده تدارک ببیند. تا زمان شروع به کار این اماکن، قسمتی از مراکز روان درمانی بهزیستی یا بیمارستانی موجود به این افراد اختصاص داده می‌‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	151	ماده 151- هرگاه کسی بر اثر اکراه غیرقابل تحمل مرتکب رفتاری شود که طبق قانون جرم محسوب می‌شود مجازات نمی‌گردد. در جرایم موجب تعزیر، اکراه کننده به مجازات فاعل جرم محکوم می‌شود. در جرایم موجب حد و قصاص طبق مقررات مربوط رفتار می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	152	ماده 152- هر کس هنگام بروز خطر شدید فعلی یا قریب الوقوع از قبیل آتش سوزی، سیل، طوفان، زلزله یا بیماری به منظور حفظ نفس یا مال خود یا دیگری مرتکب رفتاری شود که طبق قانون جرم محسوب می‌شود قابل مجازات نیست مشروط بر این که خطر را عمداً ایجاد نکند و رفتار ارتکابی با خطر موجود متناسب و برای دفع آن ضرورت داشته باشد. تبصره- کسانی که حسب وظیفه یا قانون مکلف به مقابله با خطر می‌باشند نمی‌توانند با تمسک به این ماده از ایفای وظایف قانونی خود امتناع نمایند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	153	ماده 153- هر کس در حال خواب، بیهوشی و مانند آنها، مرتکب رفتاری شود که طبق قانون جرم محسوب می‌شود مجازات نمی‌گردد مگر این که شخص با علم به این که در حال خواب یا بیهوشی مرتکب جرم می‌شود، عمداً بخوابد و یا خود را بیهوش کند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	154	ماده 154- مستی و بی ارادگی حاصل از مصرف اختیاری مسکرات، مواد مخدر و روان گردان و نظایر آنها، مانع مجازات نیست مگر این که ثابت شود مرتکب حین ارتکاب جرم به طور کلی مسلوب الاختیار بوده است. لکن چنانچه ثابت شود مصرف این مواد به منظور ارتکاب جرم یا با علم به تحقق آن بوده است و جرم مورد نظر واقع شود، به مجازات هر دو جرم محکوم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	155	ماده 155- جهل به حکم، مانع از مجازات مرتکب نیست مگر اینکه تحصیل علم عادتاً برای وی ممکن نباشد یا جهل به حکم شرعاً عذر محسوب شود. تبصره- جهل به نوع یا میزان مجازات مانع از مجازات نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	156	ماده 156- هرگاه فردی در مقام دفاع از نفس، عرض، ناموس، مال یا آزادی تن خود یا دیگری در برابر هرگونه تجاوز یا خطر فعلی یا قریب الوقوع با رعایت مراحل دفاع مرتکب رفتاری شود که طبق قانون جرم محسوب می‌شود، در صورت اجتماع شرایط زیر مجازات نمی‌شود: الف- رفتار ارتکابی برای دفع تجاوز یا خطر ضرورت داشته باشد. ب- دفاع مستند به قرائن معقول یا خوف عقلایی باشد. پ- خطر و تجاوز به سبب اقدام آگاهانه یا تجاوز خود فرد و دفاع دیگری صورت نگرفته باشد. ت- توسل به قوای دولتی بدون فوت وقت عملاً ممکن نباشد یا مداخله آنان در دفع تجاوز و خطر مؤثر واقع نشود. تبصره 1- دفاع از نفس، ناموس، عرض، مال و آزادی تن دیگری در صورتی جایز است که او از نزدیکان دفاع کننده بوده یا مسؤولیت دفاع از وی بر عهده دفاع کننده باشد یا ناتوان از دفاع بوده یا تقاضای کمک نماید یا در وضعیتی باشد که امکان استمداد نداشته باشد. تبصره 2- هرگاه اصل دفاع محرز باشد ولی رعایت شرایط آن محرز نباشد اثبات عدم رعایت شرایط دفاع بر عهده مهاجم است. تبصره 3- در موارد دفاع مشروع دیه نیز ساقط است جز در مورد دفاع در مقابل تهاجم دیوانه که دیه از بیت‌المال پرداخت می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	157	ماده 157- مقاومت در برابر قوای انتظامی و دیگر ضابطان دادگستری در مواقعی که مشغول انجام وظیفه خود باشند، دفاع محسوب نمی‌شود لکن هرگاه قوای مزبور از حدود وظیفه خود خارج شوند و حسب ادله و قرائن موجود خوف آن باشد که عملیات آنان موجب قتل، جرح، تعرض به عرض یا ناموس یا مال گردد، دفاع جایز است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	158	ماده 158- علاوه بر موارد مذکور در مواد قبل، ارتکاب رفتاری که طبق قانون جرم محسوب می‌شود، در موارد زیر قابل مجازات نیست: الف- در صورتی که ارتکاب رفتار به حکم یا اجازه قانون باشد. ب- در صورتی که ارتکاب رفتار برای اجرای قانون اهم لازم باشد. پ- در صورتی که ارتکاب رفتار به امر قانونی مقام ذی صلاح باشد و امر مذکور خلاف شرع نباشد. ت- اقدامات والدین و اولیای قانونی و سرپرستان صغار و مجانین که به منظور تأدیب یا حفاظت آنها انجام می‌شود، مشروط بر این که اقدامات مذکور در حد متعارف و حدود شرعی تأدیب و محافظت باشد. ث- عملیات ورزشی و حوادث ناشی از آن، مشروط بر این که سبب حوادث، نقض مقررات مربوط به آن ورزش نباشد و این مقررات هم مغایر موازین شرعی نباشد. ج- هر نوع عمل جراحی یا طبی مشروع که با رضایت شخص یا اولیاء یا سرپرستان یا نمایندگان قانونی وی و رعایت موازین فنی و علمی و نظامات دولتی انجام می‌شود. در موارد فوری أخذ رضایت ضروری نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش چهارم- شرایط و موانع مسؤولیت کیفری	فصل دوم- موانع مسؤولیت کیفری	159	ماده 159- هرگاه به امر غیرقانونی یکی از مقامات رسمی، جرمی واقع شود آمر و مأمور به مجازات مقرر در قانون محکوم می‌شوند لکن مأموری که امر آمر را به علت اشتباه قابل قبول و به تصور این که قانونی است، اجراء کرده باشد، مجازات نمی‌شود و در دیه و ضمان تابع مقررات مربوطه است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل اول- مواد عمومی	160	ماده 160- ادله اثبات جرم عبارت از اقرار، شهادت، قسامه و سوگند در موارد مقرر قانونی و علم قاضی است. تبصره- احکام و شرایط قسامه که برای اثبات یا نفی قصاص و دیه معتبر است، مطابق مقررات مذکور در کتاب قصاص و دیات این قانون می‌باشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل اول- مواد عمومی	161	ماده 161- در مواردی که دعوای کیفری با ادله شرعی از قبیل اقرار و شهادت که موضوعیت دارد، اثبات می‌شود، قاضی به استناد آنها رأی صادر می‌کند مگر این که علم به خلاف آن داشته باشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل اول- مواد عمومی	162	ماده 162- هرگاه ادله‌ای که موضوعیت دارد فاقد شرایط شرعی و قانونی لازم باشد، می‌تواند به عنوان اماره قضایی مورد استناد قرار گیرد مشروط بر این که همراه با قرائن و امارات دیگر، موجب علم قاضی شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل اول- مواد عمومی	163	ماده 163- اگر پس از اجرای حکم، دلیل اثبات کننده جرم باطل گردد، مانند آنکه در دادگاه مشخص شود که مجرم، شخص دیگری بوده یا این که جرم رخ نداده است و متهم به علت اجرای حکم، دچار آسیب بدنی، جانی یا خسارت مالی شده باشد، کسانی که ایراد آسیب یا خسارت مذکور، مستند به آنان است، اعم از اداکننده سوگند، شاکی یا شاهد حسب مورد به قصاص یا پرداخت دیه یا تعزیر مقرر در قانون و جبران خسارت مالی محکوم می‌شوند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	164	ماده 164- اقرار عبارت از اخبار شخص به ارتکاب جرم از جانب خود است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	165	ماده 165- اظهارات وکیل علیه موکل و ولی و قیم علیه مولی علیه اقرار محسوب نمی‌شود. تبصره- اقرار به ارتکاب جرم قابل توکیل نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	166	ماده 166- اقرار باید با لفظ یا نوشتن باشد و در صورت تعذر، با فعل از قبیل اشاره نیز واقع می‌شود و در هر صورت باید روشن و بدون ابهام باشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	167	ماده 167- اقرار باید منجّز باشد و اقرار معلق و مشروط معتبر نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	168	ماده 168- اقرار در صورتی نافذ است که اقرارکننده در حین اقرار، عاقل، بالغ، قاصد و مختار باشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	169	ماده 169- اقراری که تحت اکراه، اجبار، شکنجه و یا اذیت و آزار روحی یا جسمی أخذ شود، فاقد ارزش و اعتبار است و دادگاه مکلّف است از متهم تحقیق مجدد نماید.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	170	ماده 170- اقرار شخص سفیه که حکم حجر او صادر شده است و شخص ورشکسته، نسبت به امور کیفری نافذ است، اما نسبت به ضمان مالی ناشی از جرم معتبر نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	171	ماده 171- هرگاه متهم اقرار به ارتکاب جرم کند، اقرار وی معتبر است و نوبت به ادله دیگر نمی‌رسد، مگر این که با بررسی قاضی رسیدگی کننده قرائن و امارات برخلاف مفاد اقرار باشد که در این صورت دادگاه، تحقیق و بررسی لازم را انجام می‌دهد و قرائن و امارات مخالف اقرار را در رأی ذکر می‌کند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	172	ماده 172- در کلیه جرایم، یک بار اقرار کافی است، مگر در جرایم زیر که نصاب آن به شرح زیر است: الف- چهار بار در زنا، لواط، تفخیذ و مساحقه ب- دو بار در شرب خمر، قوادی، قذف و سرقت موجب حد تبصره 1- برای اثبات جنبه غیرکیفری کلیه جرائم، یک بار اقرار کافی است. تبصره 2- در مواردی که تعدد اقرار شرط است، اقرار می‌تواند در یک یا چند جلسه انجام شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل دوم- اقرار	173	ماده 173- انکار بعد از اقرار موجب سقوط مجازات نیست به جز در اقرار به جرمی که مجازات آن رجم یا حد قتل است که در این صورت در هر مرحله، ولو در حین اجراء، مجازات مزبور ساقط و به جای آن در زنا و لواط صد ضربه شلاق و در غیر آنها حبس تعزیری درجه پنج ثابت می‌گردد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	174	ماده 174- شهادت عبارت از اخبار شخصی غیر از طرفین دعوی به وقوع یا عدم وقوع جرم توسط متهم یا هر امر دیگری نزد مقام قضایی است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	175	ماده 175- شهادت شرعی آن است که شارع آن را معتبر و دارای حجیت دانسته است اعم از آن که مفید علم باشد یا نباشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	176	ماده 176- در صورتی که شاهد واجد شرایط شهادت شرعی نباشد، اظهارات او استماع می‌شود. تشخیص میزان تأثیر و ارزش این اظهارات در علم قاضی در حدود اماره قضایی با دادگاه است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	177	ماده 177- شاهد شرعی در زمان ادای شهادت باید شرایط زیر را دارا باشد: الف- بلوغ ب- عقل پ- ایمان ت- عدالت ث- طهارت مولد ج- ذی نفع نبودن در موضوع چ- نداشتن خصومت با طرفین یا یکی از آنها ح- عدم اشتغال به تکدی خ- ولگرد نبودن تبصره 1- شرایط موضوع این ماده باید توسط قاضی احراز شود. تبصره 2- در مورد شرط خصومت، هرگاه شهادت شاهد به نفع طرف مورد خصومت باشد، پذیرفته می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	178	ماده 178- شهادت مجنون ادواری در حال افاقه پذیرفته می‌شود مشروط بر آن که تحمل شهادت نیز در حال افاقه بوده باشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	179	ماده 179- هرگاه شاهد در زمان تحمل شهادت، غیربالغ ممیز باشد، اما در زمان ادای شهادت به سن بلوغ برسد، شهادت او معتبر است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	180	ماده 180- شهادت اشخاص غیرعادی، مانند فراموشکار و ساهی به عنوان شهادت شرعی معتبر نیست مگر آن که قاضی به عدم فراموشی، سهو و امثال آن در مورد شهادت علم داشته باشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	181	ماده 181- عادل کسی است که در نظر قاضی یا شخصی که بر عدالت وی گواهی می‌دهد، اهل معصیت نباشد. شهادت شخصی که اشتهار به فسق داشته باشد، مرتکب گناه کبیره شود یا بر گناه صغیره اصرار داشته باشد تا احراز تغییر در اعمال او و اطمینان از صلاحیت و عدالت وی، پذیرفته نمی‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	182	ماده 182- در شهادت شرعی، در صورت تعدد شهود، وحدت موضوع شهادت ضروری است و باید مفاد شهادت ها در خصوصیات مؤثر در اثبات جرم یکسان باشد. هرگاه اختلاف مفاد شهادت ها موجب تعارض شود و یا وحدت موضوع را مخدوش کند، شهادت شرعی محسوب نمی‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	183	ماده 183- شهادت باید از روی قطع و یقین به نحوی که مستند به امور حسی و از طریق متعارف باشد، اداء شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	184	ماده 184- شهادت باید با لفظ یا نوشتن باشد و در صورت تعذر، با فعل از قبیل اشاره واقع شود و در هر صورت باید روشن و بدون ابهام باشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	185	ماده 185- در صورت وجود تعارض بین دو شهادت شرعی، هیچ یک معتبر نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	186	ماده 186- چنانچه حضور شاهد متعذر باشد، گواهی به صورت مکتوب، صوتی- تصویری زنده و یا ضبط شده، با احراز شرایط و صحت انتساب، معتبر است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	187	ماده 187- در شهادت شرعی نباید علم به خلاف مفاد شهادت وجود داشته باشد. هرگاه قرائن و امارات بر خلاف مفاد شهادت شرعی باشد، دادگاه، تحقیق و بررسی لازم را انجام می‌دهد و در صورتی که به خلاف واقع بودن شهادت، علم حاصل کند، شهادت معتبر نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	188	ماده 188- شهادت بر شهادت شرعی در صورتی معتبر است که شاهد اصلی فوت نموده و یا به علت غیبت، بیماری و امثال آن، حضور وی متعذر باشد. تبصره 1- شاهد بر شهادت شاهد اصلی باید واجد شرایط مقرر برای شاهد اصلی باشد. تبصره 2- شهادت بر شهادت شاهد فرع، معتبر نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	189	ماده 189- جرایم موجب حد و تعزیر با شهادت بر شهادت اثبات نمی‌شود لکن قصاص، دیه و ضمان مالی با آن قابل اثبات است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	190	ماده 190- در صورتی که شاهد اصلی، پس از اقامه شهادت به وسیله شهود فرع و پیش از صدور رأی، منکر شهادت شود، گواهی شهود فرع از اعتبار ساقط می‌شود اما بر انکار پس از صدور حکم، اثری مترتب نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	191	ماده 191- شاهد شرعی قابل جرح و تعدیل است. جرح شاهد عبارت از شهادت بر فقدان یکی از شرایطی که قانون برای شاهد شرعی مقرر کرده است و تعدیل شاهد عبارت از شهادت بر وجود شرایط مذکور برای شاهد شرعی است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب اول- کلیات	بخش پنجم- ادله اثبات در امور کیفری	فصل سوم- شهادت	192	ماده 192- قاضی مکلف است حق جرح و تعدیل شهود را به طرفین اعلام کند.
