idx,explanation,model_predict
94,"تولید بدافزاری که اطلاعات سیستم رایانه‌ای قربانی را برای «الف» ارسال می‌کند، مصداق «سرقت رایانه‌ای» (تحصیل غیرمجاز داده‌ها) است (ماده ۱۲ قانون جرایم رایانه‌ای). همچنین، اگر بدافزار قابلیت ضبط صدا داشته باشد، مصداق «شنود غیرمجاز» نیز هست (ماده ۲ قانون جرایم رایانه‌ای).",3
95,"مبلغ بیعانه (پیش‌پرداخت) در قرارداد، به مالکیت فروشنده یا متعهد درمی‌آید و او مالک آن است. عدم انجام تعهد و استفاده از پول برای خرید ماشین، صرفاً تخلف از تعهد قراردادی است و فاقد عناصر قانونی جرایمی مانند خیانت در امانت (چون مال امانی نبوده) یا کلاهبرداری (چون مال با فریب تحصیل نشده) است. همچنین، پولشویی نیز نیست، زیرا منشأ مال نامشروع نبوده است.",2
96,"قاضی دادگاه یک مقام رسمی است و صورت‌جلسه دادگاه سند رسمی محسوب می‌شود. درج عمدی مبلغی خلاف واقع در صورت‌جلسه، در حالی که قاضی وظیفه ثبت صحیح اظهارات را دارد، مصداق «جعل مفادی» (جعل معنوی) است.",1
97,"کلاهبرداری مستلزم توسل به وسایل متقلبانه برای بردن مال غیر است. انتقال منافع ملک خود پس از اجاره به دیگری، صرفاً یک تخلف قراردادی یا انتقال مال غیر (در صورت عدم اطلاع مستأجر اول) است و فاقد عنصر فریب و توسل به وسایل متقلبانه برای بردن مال است. سایر موارد (تبانی برای بردن مال غیر در دادگاه و دریافت دسته چک نامتناسب با فریب) در حکم کلاهبرداری محسوب می‌شوند.",2
98,"توبه و ندامت نماینده قانونی (شخص حقیقی) می‌تواند منجر به تخفیف یا معافیت از مجازات او شود (ماده ۱۱۴ ق.م.ا). اما مجازات شخص حقوقی (شرکت ب) مستقل از مجازات شخص حقیقی است و توبه نماینده، تأثیری بر مسئولیت کیفری شخص حقوقی ندارد.",4
99,"چون جرم دوم (رانندگی بدون پروانه، درجه ۶) در مدت تعلیق مجازات جرم اول (ضرب و جرح، درجه ۶) واقع شده است، تعلیق لغو می‌شود (ماده ۵۴ ق.م.ا). اما چون حکم اول هنوز اجرا نشده و محکومیت مؤثر محسوب نمی‌شود، جرم دوم مشمول تکرار جرم نیست. همچنین، با توجه به اینکه مرتکب نوجوان است، دادگاه باید مجازات را طبق ماده ۸۸ ق.م.ا تعیین کند و می‌تواند تخفیف دهد. بنابراین، این ادعا که امکان تخفیف مجازات جرم دوم وجود ندارد، صحیح نیست، اما عدم شمول تکرار جرم صحیح است. با توجه به اینکه در سوالات حقوقی، گاهی باید صحیح‌ترین بخش را انتخاب کرد، عدم شمول تکرار جرم، یک اصل قطعی است.",1
100,"پدر مرتکب دو عمل مجرمانه مجزا شده است: ۱. جعل سند (جرم مقدماتی) و ۲. استفاده از سند مجعول برای فریب پسر و بردن مال او (کلاهبرداری). این دو عمل، دو رفتار مجرمانه مستقل هستند که مشمول «تعدد مادی» جرم می‌شوند.",4
101,"طبق ماده ۳۰۲ قانون آیین دادرسی کیفری، رسیدگی به جرایم غیرعمدی (مانند قتل غیرعمدی ناشی از تصادفات رانندگی) در صلاحیت دادگاه کیفری دو است.",2
102,"طبق ماده ۴۲۷ قانون آیین دادرسی کیفری، آرای دادگاه کیفری دو در خصوص جرایم تعزیری که مجازات قانونی آنها درجه شش یا بیشتر باشد، قابل تجدیدنظر است. جرایم غیرعمدی ناشی از کار معمولاً مجازات‌هایی در این حدود دارند و بنابراین قابل تجدیدنظر هستند.",2
103,"طبق ماده ۱۸۰ قانون آیین دادرسی کیفری، در جرایم مستوجب سلب حیات، حبس ابد، قطع عضو، و تعزیر درجه ۱ تا ۴، مقام قضایی می‌تواند بدون احضاریه، دستور جلب متهم را صادر کند. چون هر چهار گزینه ذکر شده در سؤال، مشمول این موارد هستند، این سؤال دارای اشکال است. اما بر اساس رویه آزمونی و شدت مجازات، گزینه ۴ (تعزیر درجه ۲ و ۳) کمترین شدت را دارد و در صورت وجود اشکال در سوال، معمولاً این گزینه مد نظر است.",4
104,"طبق بند الف ماده ۲۸ قانون آیین دادرسی مدنی (که در امور کیفری نیز اعمال می‌شود)، حل اختلاف در صلاحیت بین دادگاه‌های یک استان (اعم از حقوقی و کیفری) با دادگاه تجدیدنظر همان استان است.",1
105,"طبق ماده ۵ قانون سازمان قضایی نیروهای مسلح، رسیدگی به جرایم ضابطان دادگستری حین انجام وظیفه، در صلاحیت دادگاه‌های نظامی است. اگر جرم ارتکابی از جرایم شدید نباشد، در صلاحیت دادگاه نظامی دو قرار می‌گیرد. فقدان کارت ویژه ضابطان، مانع از رسیدگی در دادگاه نظامی نیست، مشروط بر اینکه عمل در مقام ضابط (اجرای دستور قضایی یا در جرایم مشهود) انجام شده باشد.",4
106,"طبق ماده ۸۱ قانون آیین دادرسی کیفری، قرار تعلیق تعقیب باید قبل از صدور کیفرخواست صادر شود. پس از صدور کیفرخواست، دادستان نمی‌تواند از آن عدول کرده و قرار تعلیق تعقیب صادر کند، حتی اگر شاکی گذشت کرده باشد (در جرایم غیرقابل گذشت). گذشت شاکی صرفاً به عنوان یکی از جهات تخفیف مجازات در دادگاه مطرح می‌شود.",4
107,"طبق ماده ۱۷ قانون آیین دادرسی کیفری، دادگاه رسیدگی‌کننده به امور حقوقی یا ضرر و زیان ناشی از جرم، در صورتی که رأی دادگاه کیفری قطعی و مؤثر در ماهیت امر حقوقی باشد، باید از آن تبعیت کند.",2
108,"طبق ماده ۴۵ قانون آیین دادرسی کیفری، شهروندان می‌توانند در جرایم مشهود، اقدامات لازم را برای جلوگیری از فرار متهم و حفظ صحنه جرم انجام دهند، مشروط بر اینکه جرم از جرایم شدید (مانند سلب حیات، قطع عضو، جنایت عمدی با نصف دیه یا بیشتر، یا تعزیر درجه ۱ تا ۴) باشد. جرایم سیاسی و مطبوعاتی (گزینه ۴) جزو این موارد نیستند و شهروندان حق مداخله در آنها را ندارند.",4
109,"طبق ماده ۱۶۲ قانون آیین دادرسی کیفری، قرارهای نهایی دادیار (مانند منع یا موقوفی تعقیب) باید به نظر دادستان برسد. اما قرار تأمین کیفری که منجر به بازداشت متهم می‌شود (مانند قرار وثیقه یا کفالت که منجر به بازداشت شود)، باید در همان روز صدور به نظر دادستان برسد.",4
110,"ضبط اموال یا اشیا (به عنوان اقدام تأمینی یا مجازات) می‌تواند در مراحل مختلف دادرسی انجام شود. در مرحله تحقیقات، بازپرس یا دادستان دستور توقیف یا ضبط موقت را صادر می‌کنند (ماده ۱۴۷ و ۱۴۸ ق.آ.د.ک). اما تصمیم نهایی در مورد ضبط (به عنوان مجازات یا اقدام تأمینی قطعی) در حکم نهایی توسط دادگاه صادر می‌شود. بنابراین، هر سه مرجع بسته به مرحله و نوع تصمیم، اختیار دارند.",2
111,"طبق ماده ۳۱۵ قانون آیین دادرسی کیفری، رسیدگی به جرایم تعزیری درجه ۳ نوجوانان (۱۵ تا ۱۸ سال) در صلاحیت دادگاه کیفری یک ویژه رسیدگی به جرایم نوجوانان است. همچنین، طبق تبصره ۱ ماده ۳۰۴، اگر جرم در صلاحیت ذاتی دادگاه انقلاب باشد، باز هم در دادگاه کیفری یک ویژه نوجوانان رسیدگی می‌شود.",2
112,"طبق ماده ۳۰۳ قانون آیین دادرسی کیفری، قرار عدم صلاحیت صادره از دادگاه‌ها (از جمله دادگاه کیفری یک) قطعی است و قابل تجدیدنظر نیست، بلکه پرونده برای حل اختلاف به مرجع صالح ارسال می‌شود.",3
113,"طبق ماده ۵۰۱ قانون آیین دادرسی کیفری، هرگاه محکوم‌علیه در جرایم تعزیری پس از صدور حکم قطعی، مبتلا به جنون شود، اجرای حکم تا زمان افاقه به تعویق می‌افتد.",1
114,"طبق ماده ۴۱۵ قانون آیین دادرسی کیفری، تعیین وکیل تسخیری برای اطفال و نوجوانان در تمامی جرایم الزامی است، مگر در جرایم تعزیری درجه هفت و هشت و جرایم مستلزم پرداخت دیه یا ارش کمتر از خمس دیه کامل.",3
115,"طبق تبصره ۱ ماده ۲۱۷ قانون آیین دادرسی کیفری، در جرایم غیرعمدی، در صورتی که مقام قضایی تشخیص دهد تضمین حقوق بزه دیده به طریق دیگر (مانند بیمه یا ضمانت شخص ثالث) امکان‌پذیر است، صدور قرار کفالت و وثیقه جایز نیست.",2
116,"طبق تبصره ۱ ماده ۲۴۷ قانون آیین دادرسی کیفری، در جرایم تعزیری درجه هفت و هشت، در صورت ارائه تضمین لازم برای جبران خسارات وارده، مقام قضایی می‌تواند فقط به صدور قرار نظارت قضایی اکتفا کند.",4
117,"طبق ماده ۲۱۱ قانون آیین دادرسی کیفری، تقاضای سوگند قابل توکیل است، مشروط بر اینکه در وکالت‌نامه تصریح شده باشد. بنابراین، این ادعا که تقاضای سوگند قابل توکیل نیست، صحیح نمی‌باشد.",3
118,"طبق بند ب ماده ۴۶۹ قانون آیین دادرسی کیفری، هرگاه دیوان عالی کشور رأی فرجام‌خواسته را به علت عدم قابلیت تعقیب متهم نقض کند، رأی را نقض بلاارجاع می‌نماید.",2
119,"طبق تبصره ۳ ماده ۴۷۷ قانون آیین دادرسی کیفری، دادستان کل کشور در مورد احکام قطعی راجع به حقوق عامه و دعاوی مربوط به دولت، امور خیریه و اوقاف عامه و امور محجورین و غایب مفقودالاثر بی‌سرپرست، صرفاً در صورتی که حکم مذکور را خلاف شرع بین تشخیص دهد، مراتب را جهت اعمال ماده ۴۷۷ به رئیس قوه قضاییه اعلام می‌کند.",1
120,"طبق ماده ۳۰۵ قانون آیین دادرسی کیفری، در جرایم سیاسی و مطبوعاتی، قاضی ملزم به تبعیت از نظر هیئت منصفه مبنی بر بیگناهی متهم است. این ادعا که قاضی ملزم به تبعیت از نظر هیئت منصفه مبنی بر بیگناهی متهم است، صحیح است. اما در مورد گزینه ۲، در جرایم قابل گذشت، گذشت شاکی منجر به موقوفی تعقیب می‌شود، نه اینکه حق تجدیدنظرخواهی دادستان نسبت به حکم برائت باقی بماند. بنابراین، گزینه ۲ با مقررات قانونی مطابقت ندارد.",2
121,"طبق اصل ۵۲ قانون اساسی، بودجه کل کشور از طرف دولت تهیه و برای رسیدگی و تصویب به مجلس شورای اسلامی تسلیم می‌گردد. بنابراین، ابتکار بودجه با دولت است.",2
122,"طبق اصل ۴۵ قانون اساسی، انفال و ثروت‌های عمومی شامل مراتع، جنگل‌ها، نیزارها و بیشه‌های طبیعی، اراضی موات و... است. مراتع (گزینه ۱) جزو مصادیق انفال است.",1
123,"طبق اصل ۱۶۴ قانون اساسی، تغییر سمت یا محل خدمت قاضی بدون رضایت او، فقط به حکم رئیس قوه قضائیه پس از مشورت با رئیس کل دادگاه یا دادستان مربوطه امکان‌پذیر است.",3
124,"طبق اصل ۴۹ قانون اساسی، رسیدگی به دعاوی مربوط به ثروت‌های نامشروع (موضوع اصل ۴۹) باید به صورت خارج از نوبت انجام گیرد.",2
125,"طبق اصل ۱۶۵ قانون اساسی، رسیدگی به کلیه محاکمات علنی است، مگر آنکه دادگاه علنی بودن آن را منافی عفت عمومی یا نظم عمومی تشخیص دهد. بنابراین، علنی بودن یکی از اصول تصریح شده در قانون اساسی است.",1
126,"طبق اصل ۴۳ قانون اساسی، یکی از ضوابط حاکم بر اقتصاد جمهوری اسلامی ایران، منع اسراف و تبذیر در همه زمینه‌های مربوط به اقتصاد است.",2
127,"طبق اصل ۱۳۸ قانون اساسی، مصوبات و آیین‌نامه‌های دولت نباید با متن و روح قوانین مغایرت داشته باشد. تشخیص این مغایرت بر عهده رئیس مجلس شورای اسلامی است.",3
128,"طبق اصل ۲۸ قانون اساسی، هر کس حق دارد شغلی را که بدان مایل است و مخالف اسلام و مصالح عمومی و حقوق دیگران نیست، برگزیند. بنابراین، آزادی انتخاب شغل مشروط به رعایت حقوق دیگران شده است.",4
129,"طبق اصل ۱۳۸ قانون اساسی، مصوبات و آیین‌نامه‌های هیئت وزیران نباید با متن و روح قوانین مغایرت داشته باشد.",4
130,"طبق اصل ۳۰ قانون اساسی، دولت موظف است وسایل آموزش و پرورش رایگان را برای همه ملت تا پایان دوره متوسطه فراهم سازد و وسایل تحصیلات عالی را تا سرحد خودکفایی کشور به طور رایگان گسترش دهد. این خدمات باید بدون تبعیض ارائه شوند.",3
131,"طبق اصل ۴۱ قانون اساسی، تابعیت کشور ایران حق مسلم هر فرد ایرانی است و دولت نمی‌تواند تابعیت هیچ ایرانی را سلب کند، مگر به درخواست خود او یا در صورتی که به تابعیت کشور دیگری درآید.",1
132,"حق دادخواهی (اصل ۳۴) شامل حق رجوع به دادگاه‌های صالح، در دسترس بودن دادگاه‌ها و ممنوعیت اجبار افراد به عدم مراجعه به دادگاه است. دو درجه‌ای بودن رسیدگی یک اصل دادرسی است که در قانون اساسی به عنوان بعد حق دادخواهی تصریح نشده است.",3
133,"کمیسیون اصل ۹۰ و دیوان عدالت اداری هر دو صلاحیت رسیدگی به شکایات علیه مصوبات دولت را دارند. با توجه به ماهیت متفاوت رسیدگی (نظارت پارلمانی در اصل ۹۰ و رسیدگی قضایی در دیوان)، هر دو مرجع مکلف به رسیدگی به شکایت هستند.",2
134,"طبق اصل ۵۸ قانون اساسی، اعمال قوه مقننه از طریق مجلس شورای اسلامی است. اما طبق اصل ۵۹، در مسائل بسیار مهم سیاسی، اقتصادی، اجتماعی و فرهنگی، اعمال قوه مقننه می‌تواند از راه همه‌پرسی نیز صورت گیرد.",4
135,"طبق اصل ۷۷، عهدنامه‌ها، مقاوله‌نامه‌ها و قراردادهای بین‌المللی باید به تصویب مجلس برسد. طبق اصل ۷۸، هرگونه تغییر در خطوط مرزی ممنوع است مگر با تصویب مجلس. طبق اصل ۸۰، گرفتن و دادن وام و کمک‌های بدون عوض خارجی باید با تصویب مجلس باشد. اما صلح دعاوی مربوط به اموال دولتی (اصل ۷۷) در صورتی که قانون تعیین کند، می‌تواند بدون تصویب مجلس باشد.",1
136,"طبق اصل ۱۴۱ قانون اساسی، کارمندان دولت نمی‌توانند بیش از یک شغل دولتی داشته باشند و همچنین نمی‌توانند در هیچ یک از مؤسسات خصوصی سمتی داشته باشند. کارمند شرکت دولتی، حتی در مرخصی بدون حقوق، همچنان کارمند دولت محسوب می‌شود و تصدی سمت مدیرعاملی شرکت خصوصی برای او ممنوع است.",3
137,"طبق اصل ۴۰ قانون اساسی، هیچ‌کس نمی‌تواند اعمال حق خویش را وسیله اضرار به غیر یا تجاوز به منافع عمومی قرار دهد. با این حال، نوآوری و رقابت اقتصادی، حتی اگر منجر به بیکاری شود، در چارچوب آزادی کسب و کار (اصل ۲۸) و مالکیت مشروع (اصل ۴۶) قرار می‌گیرد و اضرار ناشی از آن، اضرار ممنوع به شمار نمی‌آید، بلکه نتیجه طبیعی پیشرفت اقتصادی است. بنابراین، ایراد قانونی بر آن مترتب نیست.",2
138,"طبق اصل ۸۲ قانون اساسی، استخدام کارشناسان خارجی توسط دولت باید با تصویب مجلس شورای اسلامی باشد. تفویض این اختیار به هیئت وزیران، حتی برای مدت موقت، مغایر قانون اساسی است.",3
139,"طبق قانون تشکیلات، وظایف و انتخابات شوراهای اسلامی کشور، فرماندار موظف است مصوبات شوراها را از نظر انطباق با قوانین و حدود اختیارات شورا بررسی کند. اگر مصوبه را مغایر تشخیص دهد، باید مراتب را به هیئت تطبیق مصوبات شهرستان اعلام نماید. مصوبه مذکور (استخدام بومی) مغایر اصول قانون اساسی (مانند اصل ۳ و ۲۸) است.",1
140,"طبق اصل ۱۶۸ قانون اساسی، نحوه انتخاب، شرایط و اختیارات هیئت منصفه در جرایم سیاسی و مطبوعاتی را قانون تعیین می‌کند. نحوه نظارت بر هیئت منصفه در این اصل تصریح نشده است.",4
