id,model,rag_top_k,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
29,meta-llama/llama-4-scout,5,3,4,"بر اساس ماده 75 قانون اجرای احکام مدنی، مهلت اعتراض به نظریه ارزیاب سه روز از تاریخ ابلاغ ارزیابی است. همچنین، در خصوص کارشناسی، مطابق قانون آیین دادرسی مدنی، مهلت اعتراض به نظریه کارشناس هفت روز پس از تاریخ ابلاغ اخطار مبنی بر وصول نظریه است.",1237,2899,86,2985,243,46,"results{explanation,answer,confidence}:
بر اساس ماده 75 قانون اجرای احکام مدنی، مهلت اعتراض به نظریه ارزیاب سه روز از تاریخ ابلاغ ارزیابی است. همچنین، در خصوص کارشناسی، مطابق قانون آیین دادرسی مدنی، مهلت اعتراض به نظریه کارشناس هفت روز پس از تاریخ ابلاغ اخطار مبنی بر وصول نظریه است.,3,4",
30,meta-llama/llama-4-scout,5,2,5,"با توجه به ماده 368 قانون آیین دادرسی مدنی، احکام راجع به اصل نکاح و فسخ آن، طلاق، نسب، حجر و وقف، قابل فرجام‌خواهی هستند. همچنین، احکام متفرعات دعوا در صورتی که حکم راجع به اصل دعوا قابل رسیدگی فرجامی باشد، نیز قابل فرجام‌خواهی است. بنابراین، احکام صادره از دادگاه تجدیدنظر راجع به متفرعات دعوی که ضمن رسیدگی به دعاوی راجع به اصل نکاح، فسخ آن و طلاق و نسب صادر می‌شود، در هر چهار مورد قابل فرجام است.",2556,3111,148,3259,401,79,"results{explanation,answer,confidence}:
با توجه به ماده 368 قانون آیین دادرسی مدنی، احکام راجع به اصل نکاح و فسخ آن، طلاق، نسب، حجر و وقف، قابل فرجام‌خواهی هستند. همچنین، احکام متفرعات دعوا در صورتی که حکم راجع به اصل دعوا قابل رسیدگی فرجامی باشد، نیز قابل فرجام‌خواهی است. بنابراین، احکام صادره از دادگاه تجدیدنظر راجع به متفرعات دعوی که ضمن رسیدگی به دعاوی راجع به اصل نکاح، فسخ آن و طلاق و نسب صادر می‌شود، در هر چهار مورد قابل فرجام است.,2,5",
31,meta-llama/llama-4-scout,5,1,4,"براساس ماده 425 قانون آیین دادرسی مدنی، تغییر در خواسته یا درخواست‌ها باید در مرحله نخستین انجام شود و در صورت عدم امکان، باید به دادگاه نخستین اعلام شود تا به آن رسیدگی کند. بنابراین، در این مورد، درخواست استرداد دادخواست تجدیدنظر نسبت به شخص «ب» باید در دادگاه تجدیدنظر مطرح شود.",5575,3872,90,3962,281,52,"results{explanation,answer,confidence}:
براساس ماده 425 قانون آیین دادرسی مدنی، تغییر در خواسته یا درخواست‌ها باید در مرحله نخستین انجام شود و در صورت عدم امکان، باید به دادگاه نخستین اعلام شود تا به آن رسیدگی کند. بنابراین، در این مورد، درخواست استرداد دادخواست تجدیدنظر نسبت به شخص «ب» باید در دادگاه تجدیدنظر مطرح شود.,1,4",
32,meta-llama/llama-4-scout,5,1,4,"بر اساس ماده 477 قانون آیین دادرسی کیفری، در صورت اعاده دادرسی و بلااثر شدن حکم، عملیات اجرایی متوقف و وضعیت به حالت قبل از اجرا برگردانده می‌شود. همچنین، طبق قانون، اگر اجرای حکم منجر به تغییراتی در ملک شده باشد، باید بهای آن تغییرات از کسی که به نفع او اجرا شده است، گرفته و به طرف مقابل پرداخت شود.",4142,4547,100,4647,301,61,"results{explanation,answer,confidence}:
بر اساس ماده 477 قانون آیین دادرسی کیفری، در صورت اعاده دادرسی و بلااثر شدن حکم، عملیات اجرایی متوقف و وضعیت به حالت قبل از اجرا برگردانده می‌شود. همچنین، طبق قانون، اگر اجرای حکم منجر به تغییراتی در ملک شده باشد، باید بهای آن تغییرات از کسی که به نفع او اجرا شده است، گرفته و به طرف مقابل پرداخت شود.,1,4",
33,meta-llama/llama-4-scout,5,4,5,"براساس ماده 96 قانون آیین دادرسی مدنی، اگر یکی از اصحاب دعوا در جلسه دادرسی حاضر نشود و نتواند اصل اسناد را ارائه کند، و طرف مقابل نسبت به آن اظهار انکار نماید، در این صورت اگر انکار کننده خواهان باشد و دادخواست وی مستند به ادله دیگری نباشد، در آن خصوص ابطال می‌شود و اگر انکار کننده خوانده باشد، سند از عداد دلایل او خارج می‌شود.",3154,3093,115,3208,330,67,"results{explanation,answer,confidence}:
براساس ماده 96 قانون آیین دادرسی مدنی، اگر یکی از اصحاب دعوا در جلسه دادرسی حاضر نشود و نتواند اصل اسناد را ارائه کند، و طرف مقابل نسبت به آن اظهار انکار نماید، در این صورت اگر انکار کننده خواهان باشد و دادخواست وی مستند به ادله دیگری نباشد، در آن خصوص ابطال می‌شود و اگر انکار کننده خوانده باشد، سند از عداد دلایل او خارج می‌شود.,4,5",
34,meta-llama/llama-4-scout,5,1,4,"بر اساس ماده 64 آیین‌نامه اجرای مفاد اسناد رسمی لازم‌الاجرا، در بازداشت اموال منقول، باید صورت‌برداری دقیق انجام شود و در صورت لزوم، کیل، وزن، عدد، و صفات اشیاء معین گردد. همچنین، ارزیابی و صورت‌برداری باید قبل از تحویل به حافظ انجام شود.",3153,3904,90,3994,238,43,"results{explanation,answer,confidence}:
بر اساس ماده 64 آیین‌نامه اجرای مفاد اسناد رسمی لازم‌الاجرا، در بازداشت اموال منقول، باید صورت‌برداری دقیق انجام شود و در صورت لزوم، کیل، وزن، عدد، و صفات اشیاء معین گردد. همچنین، ارزیابی و صورت‌برداری باید قبل از تحویل به حافظ انجام شود.,1,4",
35,meta-llama/llama-4-scout,5,3,4,"بر اساس ماده 197 قانون آیین دادرسی مدنی، در صورتی که گواهان بدون عذر موجه در جلسه دادگاه حاضر نشوند، دادگاه می‌تواند مجدداً آنها را احضار کند. در صورت عدم حضور مجدد، گواهی از عداد دلایل خارج می‌شود.",4112,4050,74,4124,198,38,"results{explanation,answer,confidence}:
بر اساس ماده 197 قانون آیین دادرسی مدنی، در صورتی که گواهان بدون عذر موجه در جلسه دادگاه حاضر نشوند، دادگاه می‌تواند مجدداً آنها را احضار کند. در صورت عدم حضور مجدد، گواهی از عداد دلایل خارج می‌شود.,3,4",
36,meta-llama/llama-4-scout,5,1,5,"براساس ماده 367 قانون آیین دادرسی مدنی، آرای دادگاه‌های بدوی که به علت عدم درخواست تجدیدنظر قطعیت یافته قابل فرجام‌خواهی نیست مگر در موارد خاص. از آنجا که خواسته چهل میلیون ریال است و جزء موارد استثنایی نیست، لذا اگر محکوم علیه در مهلت مقرر نسبت به آن تجدید نظرخواهی نکند و قطعی شود، نمی‌تواند در مهلت فرجامی فرجام‌خواهی کند.",4593,3970,117,4087,325,60,"results{explanation,answer,confidence}:
براساس ماده 367 قانون آیین دادرسی مدنی، آرای دادگاه‌های بدوی که به علت عدم درخواست تجدیدنظر قطعیت یافته قابل فرجام‌خواهی نیست مگر در موارد خاص. از آنجا که خواسته چهل میلیون ریال است و جزء موارد استثنایی نیست، لذا اگر محکوم علیه در مهلت مقرر نسبت به آن تجدید نظرخواهی نکند و قطعی شود، نمی‌تواند در مهلت فرجامی فرجام‌خواهی کند.,1,5",
37,meta-llama/llama-4-scout,5,2,4,"بر اساس ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، با درخواست اعاده دادرسی و پس از صدور قرار قبولی آن، در خصوص محکوم به غیرمالی، اجرای حکم متوقف خواهد شد و در محکوم به مالی، چنانچه امکان اخذ تأمین و جبران خسارت احتمالی باشد، به تشخیص دادگاه از محکوم له تأمین مناسب اخذ و اجرای حکم ادامه می‌یابد. بنابراین، در صورت صدور قرار قبولی اعاده دادرسی در محکوم به غیرمالی، اجرای حکم متوقف و در محکوم به مالی نیز در صورتی که محکوم علیه تأمین دهد، اجرای حکم متوقف می‌شود.",3615,3624,153,3777,484,95,"results{explanation,answer,confidence}:
بر اساس ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، با درخواست اعاده دادرسی و پس از صدور قرار قبولی آن، در خصوص محکوم به غیرمالی، اجرای حکم متوقف خواهد شد و در محکوم به مالی، چنانچه امکان اخذ تأمین و جبران خسارت احتمالی باشد، به تشخیص دادگاه از محکوم له تأمین مناسب اخذ و اجرای حکم ادامه می‌یابد. بنابراین، در صورت صدور قرار قبولی اعاده دادرسی در محکوم به غیرمالی، اجرای حکم متوقف و در محکوم به مالی نیز در صورتی که محکوم علیه تأمین دهد، اجرای حکم متوقف می‌شود.,2,4",
38,meta-llama/llama-4-scout,5,4,5,"در صورتی که خواهان پس از اخطار رفع نقص، اقدام به رفع نقص ننماید، مدیر دفتر دادگاه موظف است قرار رد دادخواست را صادر کند. حال اگر مدیر دفتر از صدور این قرار خودداری کند و پرونده به گردش درآید و حکم صادر شود و پرونده در مرحله تجدیدنظر مطرح شود، دادگاه تجدیدنظر نمی‌تواند رأساً اقدام به صدور قرار رد دادخواست کند. زیرا در این مرحله، دادگاه تجدیدنظر باید به ماهیت پرونده رسیدگی کند. بنابراین، گزینه صحیح این است که دادگاه تجدیدنظر پرونده را برای اتخاذ تصمیم مقتضی به دادگاه نخستین برمی‌گرداند.",11445,3461,144,3605,489,92,"results{explanation,answer,confidence}:
در صورتی که خواهان پس از اخطار رفع نقص، اقدام به رفع نقص ننماید، مدیر دفتر دادگاه موظف است قرار رد دادخواست را صادر کند. حال اگر مدیر دفتر از صدور این قرار خودداری کند و پرونده به گردش درآید و حکم صادر شود و پرونده در مرحله تجدیدنظر مطرح شود، دادگاه تجدیدنظر نمی‌تواند رأساً اقدام به صدور قرار رد دادخواست کند. زیرا در این مرحله، دادگاه تجدیدنظر باید به ماهیت پرونده رسیدگی کند. بنابراین، گزینه صحیح این است که دادگاه تجدیدنظر پرونده را برای اتخاذ تصمیم مقتضی به دادگاه نخستین برمی‌گرداند.,4,5",
39,meta-llama/llama-4-scout,5,3,5,"بر اساس تبصره ماده 27 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، رسیدگی دیوان عالی کشور به امر اختلاف در صلاحیت دادگاه‌ها منحصر به اختلاف بین دادگاه‌های دو حوزه قضایی از دو استان است. در سایر موارد، از جمله اختلاف در صلاحیت بین دادگاه حقوقی با دادگاه کیفری دو در حوزه قضایی یک استان، مرجع تجدیدنظرخواهی از آراء آنان، دادگاه تجدیدنظر استان است؛ لذا مرجع صالح برای حل اختلاف صلاحیت بین آنها نیز دادگاه تجدیدنظر همان استان خواهد بود.",4022,3212,130,3342,445,82,"results{explanation,answer,confidence}:
بر اساس تبصره ماده 27 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، رسیدگی دیوان عالی کشور به امر اختلاف در صلاحیت دادگاه‌ها منحصر به اختلاف بین دادگاه‌های دو حوزه قضایی از دو استان است. در سایر موارد، از جمله اختلاف در صلاحیت بین دادگاه حقوقی با دادگاه کیفری دو در حوزه قضایی یک استان، مرجع تجدیدنظرخواهی از آراء آنان، دادگاه تجدیدنظر استان است؛ لذا مرجع صالح برای حل اختلاف صلاحیت بین آنها نیز دادگاه تجدیدنظر همان استان خواهد بود.,3,5",
40,meta-llama/llama-4-scout,5,2,4,"براساس ماده 306 قانون آیین دادرسی مدنی، چنانچه در جلسه اول دادرسی، فقط یک طرف حاضر باشد و طرف دیگر لایحه‌ای ارائه ندهد، حکم حضوری محسوب می‌شود. همچنین، در خصوص شخص «ج» که ابلاغ قانونی صورت گرفته و غایب بوده است، حکم غیابی است. بنابراین، حکم نسبت به «الف» حضوری، نسبت به «ب» حضوری و نسبت به «ج» غیابی است.",5093,4263,116,4379,304,60,"results{explanation,answer,confidence}:
براساس ماده 306 قانون آیین دادرسی مدنی، چنانچه در جلسه اول دادرسی، فقط یک طرف حاضر باشد و طرف دیگر لایحه‌ای ارائه ندهد، حکم حضوری محسوب می‌شود. همچنین، در خصوص شخص «ج» که ابلاغ قانونی صورت گرفته و غایب بوده است، حکم غیابی است. بنابراین، حکم نسبت به «الف» حضوری، نسبت به «ب» حضوری و نسبت به «ج» غیابی است.,2,4",
41,meta-llama/llama-4-scout,5,1,4,"بر اساس ماده 4 منبع قانون تجارت، در صورتی که مبلغ پرداخت نشده سهام هر شرکت سهامی ظرف مدت مقرر در اساسنامه مطالبه نشود، هیأت مدیره شرکت باید مجمع عمومی فوق‌العاده صاحبان سهام را به منظور تقلیل سرمایه شرکت تا میزان مبلغ پرداخت شده سرمایه دعوت کند و تشکیل دهد وگرنه هر ذینفع حق خواهد داشت که برای تقلیل سرمایه ثبت شده شرکت تا میزان مبلغ پرداخت شده به دادگاه رجوع کند. بنابراین، ضمانت اجرای عدم مطالبه باقیمانده مبلغ اسمی سهام، ایجاد مسئولیت برای هیئت مدیره در برابر ذینفعان و دادگاه است که می‌تواند منجر به کاهش سرمایه شرکت شود.",3304,2971,156,3127,525,100,"results{explanation,answer,confidence}:
بر اساس ماده 4 منبع قانون تجارت، در صورتی که مبلغ پرداخت نشده سهام هر شرکت سهامی ظرف مدت مقرر در اساسنامه مطالبه نشود، هیأت مدیره شرکت باید مجمع عمومی فوق‌العاده صاحبان سهام را به منظور تقلیل سرمایه شرکت تا میزان مبلغ پرداخت شده سرمایه دعوت کند و تشکیل دهد وگرنه هر ذینفع حق خواهد داشت که برای تقلیل سرمایه ثبت شده شرکت تا میزان مبلغ پرداخت شده به دادگاه رجوع کند. بنابراین، ضمانت اجرای عدم مطالبه باقیمانده مبلغ اسمی سهام، ایجاد مسئولیت برای هیئت مدیره در برابر ذینفعان و دادگاه است که می‌تواند منجر به کاهش سرمایه شرکت شود.,1,4",
42,meta-llama/llama-4-scout,5,2,5,"براساس تبصره 2 ماده 241 قانون تجارت، هیچ فردی نمی‌تواند اصالتاً یا به نمایندگی از شخص حقوقی همزمان در بیش از یک شرکت که تمام یا بخشی از سرمایه آن متعلق به دولت یا نهادها یا مؤسسات عمومی غیردولتی است به سمت مدیرعامل یا عضو هیأت مدیره انتخاب شود.",1155,2753,85,2838,244,49,"results{explanation,answer,confidence}:
براساس تبصره 2 ماده 241 قانون تجارت، هیچ فردی نمی‌تواند اصالتاً یا به نمایندگی از شخص حقوقی همزمان در بیش از یک شرکت که تمام یا بخشی از سرمایه آن متعلق به دولت یا نهادها یا مؤسسات عمومی غیردولتی است به سمت مدیرعامل یا عضو هیأت مدیره انتخاب شود.,2,5",
43,meta-llama/llama-4-scout,5,1,5,"براساس ماده 49 قانون اداره تصفیه امور ورشکستگی، پس از تقسیم اموال و خاتمه ورشکستگی، اگر اموالی متعلق به متوقف کشف شود، اداره تصفیه آنها را به تصرف خود درآورده و حاصل فروش آن را بدون هیچ‌گونه تشریفاتی بین بستانکاران تقسیم می‌کند.",3491,2428,91,2519,228,42,"results{explanation,answer,confidence}:
براساس ماده 49 قانون اداره تصفیه امور ورشکستگی، پس از تقسیم اموال و خاتمه ورشکستگی، اگر اموالی متعلق به متوقف کشف شود، اداره تصفیه آنها را به تصرف خود درآورده و حاصل فروش آن را بدون هیچ‌گونه تشریفاتی بین بستانکاران تقسیم می‌کند.,1,5",
44,meta-llama/llama-4-scout,5,3,4,"ثبت نام در دفتر ثبت تجاری به موجب ماده 16 قانون تجارت، یک الزام قانونی برای تاجران است و عدم ثبت آن موجب جریمه می‌شود. همچنین، مطابق ماده 1297 قانون مدنی، دفاتر تجارتی در دعاوی تاجری بر تاجر دیگر دلیل محسوب می‌شود. بنابراین، ثبت نام در دفتر ثبت تجاری اماره‌ای بر تاجر بودن شخص ایجاد می‌کند.",1260,2578,100,2678,290,56,"results{explanation,answer,confidence}:
ثبت نام در دفتر ثبت تجاری به موجب ماده 16 قانون تجارت، یک الزام قانونی برای تاجران است و عدم ثبت آن موجب جریمه می‌شود. همچنین، مطابق ماده 1297 قانون مدنی، دفاتر تجارتی در دعاوی تاجری بر تاجر دیگر دلیل محسوب می‌شود. بنابراین، ثبت نام در دفتر ثبت تجاری اماره‌ای بر تاجر بودن شخص ایجاد می‌کند.,3,4",
45,meta-llama/llama-4-scout,5,4,5,"براساس ماده 160 قانون تجارت، شرکت می‌تواند عواید حاصله از اضافه ارزش سهام فروخته شده را به اندوخته منتقل سازد یا نقداً بین صاحبان سهام سابق تقسیم کند یا در ازاء آن سهام جدید به صاحبان سهام سابق بدهد. بنابراین، ممکن است به اندوخته اختیاری منتقل شود.",2996,2988,83,3071,248,47,"results{explanation,answer,confidence}:
براساس ماده 160 قانون تجارت، شرکت می‌تواند عواید حاصله از اضافه ارزش سهام فروخته شده را به اندوخته منتقل سازد یا نقداً بین صاحبان سهام سابق تقسیم کند یا در ازاء آن سهام جدید به صاحبان سهام سابق بدهد. بنابراین، ممکن است به اندوخته اختیاری منتقل شود.,4,5",
46,meta-llama/llama-4-scout,5,1,4,"براساس ماده 346 قانون تجارت، دلال در صورتی که در نفس معامله منتفع باشد، باید به طرف مقابل اطلاع دهد و در غیر این صورت مسئول خسارات وارده خواهد بود. همچنین، ماده 347 قانون تجارت در خصوص مسئولیت متضامن دلال و آمر در اجرای تعهد صحبت می‌کند.",3281,2385,81,2466,237,47,"results{explanation,answer,confidence}:
براساس ماده 346 قانون تجارت، دلال در صورتی که در نفس معامله منتفع باشد، باید به طرف مقابل اطلاع دهد و در غیر این صورت مسئول خسارات وارده خواهد بود. همچنین، ماده 347 قانون تجارت در خصوص مسئولیت متضامن دلال و آمر در اجرای تعهد صحبت می‌کند.,1,4",
47,meta-llama/llama-4-scout,5,4,5,"مطابق ماده 263 قانون تجارت، در صورتی که برات مفقود شده باشد، اگر در یک نسخه صادر شده و قبول نشده باشد، دارنده برات می‌تواند بدون نیاز به دادن ضامن و دخالت دادگاه، وجه آن را مطالبه کند. در این حالت نیازی به اثبات مالکیت و گرفتن ضامن نیست.",4027,3917,86,4003,237,49,"results{explanation,answer,confidence}:
مطابق ماده 263 قانون تجارت، در صورتی که برات مفقود شده باشد، اگر در یک نسخه صادر شده و قبول نشده باشد، دارنده برات می‌تواند بدون نیاز به دادن ضامن و دخالت دادگاه، وجه آن را مطالبه کند. در این حالت نیازی به اثبات مالکیت و گرفتن ضامن نیست.,4,5",
48,meta-llama/llama-4-scout,5,1,4,"براساس ماده 114 قانون تجارت، کارمند رسمی دولت نمی‌تواند به‌عنوان عضو هیئت‌مدیره انتخاب شود مگر با موافقت کتبی دستگاه دولتی ذی‌ربط. در غیر این صورت، هر ذی‌نفعی می‌تواند بطلان مصوبه مجمع عمومی را در خصوص انتخاب چنین مدیری از دادگاه درخواست کند.",1769,3380,89,3469,242,42,"results{explanation,answer,confidence}:
براساس ماده 114 قانون تجارت، کارمند رسمی دولت نمی‌تواند به‌عنوان عضو هیئت‌مدیره انتخاب شود مگر با موافقت کتبی دستگاه دولتی ذی‌ربط. در غیر این صورت، هر ذی‌نفعی می‌تواند بطلان مصوبه مجمع عمومی را در خصوص انتخاب چنین مدیری از دادگاه درخواست کند.,1,4",
49,meta-llama/llama-4-scout,5,3,4,"با توجه به مواد 144 و 146 قانون تجارت، در صورتی که مجمع عمومی عادی به طور فوق‌العاده شرکت سهامی، بازرس اصلی شرکت را بدون تعیین جانشین عزل کند، مصوبه یادشده فاقد اعتبار است؛ زیرا طبق ماده 146، مجمع عمومی عادی باید یک یا چند بازرس علی‌البدل نیز انتخاب کند تا در صورت معذوریت یا فوت یا استعفاء یا سلب شرایط یا عدم‌قبول سمت توسط بازرس یا بازرسان اصلی، جهت انجام وظائف بازرسی دعوت شوند. بنابراین، اگر بازرس اصلی عزل شود و بازرس علی‌البدل وجود داشته باشد، می‌تواند جانشین او شود و اگر بازرس علی‌البدل وجود نداشته باشد، هر ذی‌نفعی می‌تواند ابطال تصمیم مجمع عمومی را از دادگاه تقاضا کند.",3603,2820,197,3017,579,110,"results{explanation,answer,confidence}:
با توجه به مواد 144 و 146 قانون تجارت، در صورتی که مجمع عمومی عادی به طور فوق‌العاده شرکت سهامی، بازرس اصلی شرکت را بدون تعیین جانشین عزل کند، مصوبه یادشده فاقد اعتبار است؛ زیرا طبق ماده 146، مجمع عمومی عادی باید یک یا چند بازرس علی‌البدل نیز انتخاب کند تا در صورت معذوریت یا فوت یا استعفاء یا سلب شرایط یا عدم‌قبول سمت توسط بازرس یا بازرسان اصلی، جهت انجام وظائف بازرسی دعوت شوند. بنابراین، اگر بازرس اصلی عزل شود و بازرس علی‌البدل وجود داشته باشد، می‌تواند جانشین او شود و اگر بازرس علی‌البدل وجود نداشته باشد، هر ذی‌نفعی می‌تواند ابطال تصمیم مجمع عمومی را از دادگاه تقاضا کند.,3,4",
50,meta-llama/llama-4-scout,5,4,5,"بر اساس ماده 20 قانون تجارت، شرکت‌های تجارتی بر هفت قسم هستند و قانون تجارت در مواد مربوط به هر نوع شرکت، امکان تبدیل را پیش‌بینی کرده است. همچنین، مطابق با رویه قضایی و اصول حقوقی، تبدیل شرکت‌های تجاری به یکدیگر امکان‌پذیر است ولی نیازمند رعایت شرایط و موافقت شرکا می‌باشد. بنابراین، تبدیل هر یک از شرکت‌های تجاری به نوع دیگر منوط به موافقت تمامی شرکا است.",3536,3429,111,3540,357,67,"results{explanation,answer,confidence}:
بر اساس ماده 20 قانون تجارت، شرکت‌های تجارتی بر هفت قسم هستند و قانون تجارت در مواد مربوط به هر نوع شرکت، امکان تبدیل را پیش‌بینی کرده است. همچنین، مطابق با رویه قضایی و اصول حقوقی، تبدیل شرکت‌های تجاری به یکدیگر امکان‌پذیر است ولی نیازمند رعایت شرایط و موافقت شرکا می‌باشد. بنابراین، تبدیل هر یک از شرکت‌های تجاری به نوع دیگر منوط به موافقت تمامی شرکا است.,4,5",
51,meta-llama/llama-4-scout,5,3,4,"بر اساس ماده 24 قانون بازار اوراق بهادار، برای انتشار اعلامیه پذیره نویسی، نیاز به موافقتنامه سازمان بورس و اوراق بهادار وجود دارد. همچنین، بر اساس مواد 177 و 290 قانون تجارت، اعلامیه پذیره نویسی باید به تصویب مرجع ثبت شرکت ها نیز برسد.",3955,3045,86,3131,236,44,"results{explanation,answer,confidence}:
بر اساس ماده 24 قانون بازار اوراق بهادار، برای انتشار اعلامیه پذیره نویسی، نیاز به موافقتنامه سازمان بورس و اوراق بهادار وجود دارد. همچنین، بر اساس مواد 177 و 290 قانون تجارت، اعلامیه پذیره نویسی باید به تصویب مرجع ثبت شرکت ها نیز برسد.,3,4",
52,meta-llama/llama-4-scout,5,1,4,"بر اساس اصول حقوقی و قانون تجارت، ورشکستگی شرکت‌های تجاری و شرکای آن‌ها در بسیاری موارد تفکیک‌پذیر است. به عنوان مثال، در شرکت‌های تضامنی، طلبکاران شرکت می‌توانند به شریک ورشکسته شده مراجعه کنند و در صورت عدم کفایت دارایی شریک، امکان صدور حکم ورشکستگی شریک وجود دارد. این در حالی است که در شرکت‌های سهامی، مسئولیت سهامداران محدود به مبلغ سهام آن‌ها است و ورشکستگی شرکت به ورشکستگی شخصی سهامداران منجر نمی‌شود. بنابراین، گزینه 1 صحیح است.",4090,3646,139,3785,437,77,"results{explanation,answer,confidence}:
بر اساس اصول حقوقی و قانون تجارت، ورشکستگی شرکت‌های تجاری و شرکای آن‌ها در بسیاری موارد تفکیک‌پذیر است. به عنوان مثال، در شرکت‌های تضامنی، طلبکاران شرکت می‌توانند به شریک ورشکسته شده مراجعه کنند و در صورت عدم کفایت دارایی شریک، امکان صدور حکم ورشکستگی شریک وجود دارد. این در حالی است که در شرکت‌های سهامی، مسئولیت سهامداران محدود به مبلغ سهام آن‌ها است و ورشکستگی شرکت به ورشکستگی شخصی سهامداران منجر نمی‌شود. بنابراین، گزینه 1 صحیح است.,1,4",
53,meta-llama/llama-4-scout,5,4,5,"براساس رای وحدت رویه شماره ۷۹۹ هیات عمومی دیوان عالی کشور، شرط عدم قابلیت مطالبه چک تا زمان انتقال رسمی ملک به نام خریدار، در برابر دارنده چک قابل استناد نیست.",3720,4181,62,4243,159,31,"results{explanation,answer,confidence}:
براساس رای وحدت رویه شماره ۷۹۹ هیات عمومی دیوان عالی کشور، شرط عدم قابلیت مطالبه چک تا زمان انتقال رسمی ملک به نام خریدار، در برابر دارنده چک قابل استناد نیست.,4,5",
54,meta-llama/llama-4-scout,5,2,5,"انتقال چک صیادی که در وجه شخص معین صادر شده است نیاز به امضای ظهرنویس دارد و بدون آن، انتقال قانونی صورت نمی‌گیرد. این امر بر اساس اصول قانون تجارت و رویه‌های قضایی مرتبط با چک‌های صیادی است.",3734,4351,68,4419,191,38,"results{explanation,answer,confidence}:
انتقال چک صیادی که در وجه شخص معین صادر شده است نیاز به امضای ظهرنویس دارد و بدون آن، انتقال قانونی صورت نمی‌گیرد. این امر بر اساس اصول قانون تجارت و رویه‌های قضایی مرتبط با چک‌های صیادی است.,2,5",
55,meta-llama/llama-4-scout,5,3,4,"بر اساس ماده 23 قانون صدور چک، دارنده چک می‌تواند با ارائه گواهینامه عدم پرداخت، از دادگاه صالح صدور اجراییه نسبت به کسری مبلغ چک و حق‌الوکاله وکیل طبق تعرفه قانونی را درخواست نماید. همچنین، مطابق با رای وحدت رویه دیوان عالی کشور، چک‌های صیادی که در سامانه صیاد ثبت نشده باشند، از مزایای قانونی چک محروم بوده و صرفاً در حکم سند طلب مدنی هستند. بنابراین، مسدود کردن موجودی تمامی حساب‌های صادرکننده در هر بانکی به میزان وجه چک، بدون در نظر گرفتن ثبت چک در سامانه صیاد، صحیح نیست.",3199,4516,152,4668,477,91,"results{explanation,answer,confidence}:
بر اساس ماده 23 قانون صدور چک، دارنده چک می‌تواند با ارائه گواهینامه عدم پرداخت، از دادگاه صالح صدور اجراییه نسبت به کسری مبلغ چک و حق‌الوکاله وکیل طبق تعرفه قانونی را درخواست نماید. همچنین، مطابق با رای وحدت رویه دیوان عالی کشور، چک‌های صیادی که در سامانه صیاد ثبت نشده باشند، از مزایای قانونی چک محروم بوده و صرفاً در حکم سند طلب مدنی هستند. بنابراین، مسدود کردن موجودی تمامی حساب‌های صادرکننده در هر بانکی به میزان وجه چک، بدون در نظر گرفتن ثبت چک در سامانه صیاد، صحیح نیست.,3,4",
56,meta-llama/llama-4-scout,5,2,4,"بر اساس ماده 417 قانون تجارت، حکم ورشکستگی موقتاً قابل اجرا است، اما قطعی بودن آن به معنای عدم نیاز به تأیید مجدد نیست. با این حال، در خصوص گزینه‌ها، موردی که صحیح نیست این است که حکم ورشکستگی قطعی است و به طور موقت اجرا می‌شود، زیرا این دو مفهوم (قطعی بودن و موقت بودن) در تضاد هستند.",2185,3846,102,3948,285,59,"results{explanation,answer,confidence}:
بر اساس ماده 417 قانون تجارت، حکم ورشکستگی موقتاً قابل اجرا است، اما قطعی بودن آن به معنای عدم نیاز به تأیید مجدد نیست. با این حال، در خصوص گزینه‌ها، موردی که صحیح نیست این است که حکم ورشکستگی قطعی است و به طور موقت اجرا می‌شود، زیرا این دو مفهوم (قطعی بودن و موقت بودن) در تضاد هستند.,2,4",
